"School Name","Official School Name","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","LEA Number","School Number","Federal School Number"
"Thomasville Middle","Thomasville Middle School","400 Unity Street","-","Thomasville","NC","27360","2532","-","-","-","-","-","-","292","292320","370450001775"
"Thomasville High","Thomasville High School","410 Unity Street","-","Thomasville","NC","27360","2532","-","-","-","-","-","-","292","292324","370450001776"
"Eastern NC School for the Deaf","Eastern NC School for the Deaf","1311 Hwy 301 South","-","Wilson","NC","27893","-","-","-","-","-","-","-","296","296300","-"
"NC School for the Deaf","NC School for the Deaf","517 W Fleming Dr","-","Morganton","NC","28655","-","-","-","-","-","-","-","297","297300","-"
"Governor Morehead School for the Blind","Governor Morehead School for the Blind","303 Ashe Avenue","-","Raleigh","NC","27606","2102","2303 Mail Service Center","-","Raleigh","NC","27606","2102","298","298300","370032003236"
"NCVPS","North Carolina Virtual Public School","343 E. Six Forks Road, Suite 130","-","Raleigh","NC","27609","-","-","-","-","-","-","-","299","299300","370035503306"
"Davidson Charter Academy","Davidson Charter Academy Inc.","500 Biesecker Rd","-","Lexington","NC","27295","-","-","-","-","-","-","-","29A","29A000","370042203448"
"Central Davie Academy","Central Davie Academy","160 Martin Luther King Jr. Road","-","Mocksville","NC","27028","-","-","-","-","-","-","-","300","300306","370117002853"
"Cooleemee Elementary","Cooleemee Elementary School","136 Marginal St","-","Cooleemee","NC","27014","-","PO Box 128","-","Cooleemee","NC","27014","0128","300","300308","370117000485"
"Cornatzer Elementary","Cornatzer Elementary School","552 Cornatzer Road","-","Mocksville","NC","27028","-","-","-","-","-","-","-","300","300310","370117002516"
"Davie County High","Davie County High School","180 War Eagle Drive","-","Mocksville","NC","27028","-","-","-","-","-","-","-","300","300312","370117000486"
"Davie County Early College High","Davie County Early College High School","1211 Salisbury Road","-","Mocksville","NC","27028","-","-","-","-","-","-","-","300","300314","370117002827"
"Davie County Virtual School","Davie County Virtual School","1200 Salisbury Road","-","Mocksville","NC","27028","-","-","-","-","-","-","-","300","300316","370117003579"
"Mocksville Elementary","Mocksville Elementary School","295 Cemetery St","-","Mocksville","NC","27028","2197","-","-","-","-","-","-","300","300320","370117000487"
"North Davie Middle","North Davie Middle School","497 Farmington Road","-","Mocksville","NC","27028","9624","-","-","-","-","-","-","300","300325","370117002065"
"Pinebrook Elementary","Pinebrook Elementary School","477 Pinebrook School Rd","-","Mocksville","NC","27028","9655","-","-","-","-","-","-","300","300326","370117000489"
"Shady Grove Elementary","Shady Grove Elementary School","3179 Cornatzer Rd","-","Advance","NC","27006","9601","-","-","-","-","-","-","300","300328","370117000490"
"South Davie Middle","South Davie Middle School","197 South Davie Drive","-","Mocksville","NC","27028","2570","-","-","-","-","-","-","300","300330","370117002066"
"William R Davie Elementary","William R Davie Elementary School","3437 US Hwy 601 N","-","Mocksville","NC","27028","9234","-","-","-","-","-","-","300","300336","370117000491"
"William Ellis Middle","William Ellis Middle School","144 William Ellis Drive","-","Advance","NC","27006","-","-","-","-","-","-","-","300","300337","370117002816"
"B F Grady Elementary","B F Grady Elementary","2627 N NC 11 & 903","-","Albertson","NC","28508","9801","-","-","-","-","-","-","310","310304","370120000492"
"Beulaville Elementary","Beulaville Elementary","138 Lyman Road","-","Beulaville","NC","28518","-","-","-","-","-","-","-","310","310308","370120000493"
"Chinquapin Elementary","Chinquapin Elementary","3894 NC 50 South","-","Chinquapin","NC","28521","-","-","-","-","-","-","-","310","310330","370120001393"
"Warsaw Elementary","Warsaw Elementary","158 Lanefield Road","-","Warsaw","NC","28398","9715","-","-","-","-","-","-","310","310336","370120000506"
"Duplin Early College High","Duplin Early College High School","212 James Sprunt Dr","-","Kenansville","NC","28349","-","-","-","-","-","-","-","310","310338","370120003154"
"East Duplin High","East Duplin High","394 North NC Highway 111","-","Beulaville","NC","28518","-","-","-","-","-","-","-","310","310344","370120000497"
"James Kenan High","James Kenan High","1241 NC 24 & 50","-","Warsaw","NC","28398","9533","-","-","-","-","-","-","310","310352","370120000498"
"Kenansville Elementary","Kenansville Elementary","328 Limestone Rd","-","Kenansville","NC","28349","-","PO Box 98","-","Kenansville","NC","28349","0098","310","310356","370120000499"
"North Duplin Elementary","North Duplin Elementary","157 North Duplin School Road","-","Mt. Olive","NC","28365","9803","-","-","-","-","-","-","310","310360","370120000501"
"North Duplin Jr Sr High","North Duplin Jr Sr High","1388 West NC 403 Highway","-","Mt. Olive","NC","28365","-","-","-","-","-","-","-","310","310364","370120000500"
"Rose Hill-Magnolia Elementary","Rose Hill-Magnolia Elementary","1329 Brooks Quinn Road","-","Rose Hill","NC","28458","-","PO Box 340","-","Rose Hill","NC","28458","0340","310","310384","370120000503"
"Wallace Elementary","Wallace Elementary","4266 NC 11 S","-","Wallace","NC","28466","9211","-","-","-","-","-","-","310","310388","370120000504"
"Wallace-Rose Hill High","Wallace-Rose Hill High","602 High School Road","-","Teachey","NC","28464","9799","-","-","-","-","-","-","310","310392","370120000505"
"Bethesda Elementary","Bethesda Elementary","2009 S Miami Boulevard","-","Durham","NC","27703","5705","-","-","-","-","-","-","320","320304","370126000528"
"Brogden Middle","Brogden Middle","1001 Leon Street","-","Durham","NC","27704","-","-","-","-","-","-","-","320","320306","370126000245"
"Burton Elementary","Burton Elementary","1500 Mathison Avenue","-","Durham","NC","27701","4500","-","-","-","-","-","-","320","320308","370126000308"
"J D Clement Early College HS","Josephine Dobbs Clement Early College High School","1801 Fayetteville Street","NCCU-Robinson Science Building","Durham","NC","27707","-","-","-","-","-","-","-","320","320309","370126002726"
"Eastway Elementary","Eastway Elementary","610 North Alston Avenue","-","Durham","NC","27701","-","-","-","-","-","-","-","320","320310","370126001850"
"C E Jordan High","Charles E Jordan Sr High School","6806 Garrett Road","-","Durham","NC","27707","5699","-","-","-","-","-","-","320","320312","370126000530"
"Easley Elementary","Easley Elementary","302 Lebanon Circle","-","Durham","NC","27712","2644","-","-","-","-","-","-","320","320313","370126002217"
"The School for Creative Studies","The School for Creative Studies","5001 Red Mill Rd","-","Durham","NC","27704","8566","-","-","-","-","-","-","320","320314","370126000531"
"Eno Valley Elementary","Eno Valley Elementary","117 Milton Road","-","Durham","NC","27712","2221","-","-","-","-","-","-","320","320315","370126000532"
"George L Carrington Middle","George L Carrington Middle","227 Milton Road","-","Durham","NC","27712","2223","-","-","-","-","-","-","320","320316","370126000533"
"City of Medicine Academy","City of Medicine Academy","301 Crutchfield Road","-","Durham","NC","27704","-","-","-","-","-","-","-","320","320317","370126003112"
"Club Boulevard Elementary","Club Boulevard Elementary","400 W Club Boulevard","-","Durham","NC","27704","4118","-","-","-","-","-","-","320","320318","370126000334"
"Creekside Elementary","Creekside Elementary","5321 Ephesus Church Road","-","Durham","NC","27707","-","-","-","-","-","-","-","320","320319","370126002727"
"Glenn Elementary","Glenn Elementary","2415 E Geer Street","-","Durham","NC","27704","3717","-","-","-","-","-","-","320","320320","370126000534"
"Durham's Performance Learning Center","Durham's Performance Learning Center","401 North Driver Street","-","Durham","NC","27703","-","-","-","-","-","-","-","320","320322","370126003085"
"Durham School of the Arts","Durham School of the Arts","401 North Duke Street","-","Durham","NC","27701","2048","-","-","-","-","-","-","320","320323","370126001547"
"Hillandale Elementary","Hillandale Elementary","2730 Hillandale Road","-","Durham","NC","27705","2076","-","-","-","-","-","-","320","320324","370126000535"
"Hillside High","Hillside High","3727 Fayetteville St","-","Durham","NC","27707","-","-","-","-","-","-","-","320","320325","370126000385"
"Hope Valley Elementary","Hope Valley Elementary","3005 Dixon Road","-","Durham","NC","27707","-","-","-","-","-","-","-","320","320327","370126002442"
"Holt Elementary","Holt Elementary","4019 Holt School Road","-","Durham","NC","27704","1739","-","-","-","-","-","-","320","320328","370126000536"
"Holton Career and Resource Center","Holton Career and Resource Center","401 North Driver St","-","Durham","NC","27703","-","-","-","-","-","-","-","320","320329","370126003130"
"Forest View Elementary","Forest View Elementary","3007 Mount Sinai Road","-","Durham","NC","27705","7906","-","-","-","-","-","-","320","320332","370126000537"
"DPS Hospital School","DPS Hospital School","DUMC Room 3605","-","Durham","NC","27710","-","PO Box 3039","-","Durham","NC","27710","0001","320","320336","370126002206"
"James E Shepard Middle","James E Shepard Magnet Middle School","2401 Dakota Street","-","Durham","NC","27707","4215","-","-","-","-","-","-","320","320338","370126000441"
"Lakewood Elementary","Lakewood Elementary","2520 Vesson Avenue","-","Durham","NC","27707","1437","-","-","-","-","-","-","320","320339","370126000472"
"Little River Elementary","Little River Elementary","2315 Snow Hill Road","-","Durham","NC","27712","3668","-","-","-","-","-","-","320","320340","370126000539"
"Lakeview School","Lakeview School","3507 Dearborn Drive","-","Durham","NC","27704","-","-","-","-","-","-","-","320","320341","370126002517"
"Lakewood Montessori Middle","Lakewood Montessori Middle School","2119 Chapel Hill Rd","-","Durham","NC","27707","-","-","-","-","-","-","-","320","320342","370126003195"
"Lucas Middle","Lucas Middle School","923 Snow Hill Road","-","Durham","NC","27704","-","-","-","-","-","-","-","320","320343","370126003250"
"Fayetteville Street Elementary","Fayetteville Street Elementary","2905 Fayetteville Street","-","Durham","NC","27707","4133","-","-","-","-","-","-","320","320344","370126000480"
"Lowe's Grove Middle","Lowe's Grove Middle","4418 S Alston Avenue","-","Durham","NC","27713","2222","-","-","-","-","-","-","320","320346","370126000540"
"George Watts Elementary","George Watts Elementary","700 Watts Street","-","Durham","NC","27701","1726","-","-","-","-","-","-","320","320347","370126000538"
"Mangum Elementary","Mangum Elementary","9008 Quail Roost Road","-","Bahama","NC","27503","9256","-","-","-","-","-","-","320","320348","370126000542"
"Lyons Farm Elementary","Lyons Farm Elementary School","906 Scott King Rd","-","Durham","NC","27713","-","-","-","-","-","-","-","320","320349","370126003633"
"Murray-Massenburg Elementary","Murray-Massenburg Elementary ","3901 S Roxboro St","-","Durham","NC","27713","-","-","-","-","-","-","-","320","320351","370126003660"
"Merrick-Moore Elementary","Merrick-Moore Elementary","2325 Cheek Road","-","Durham","NC","27704","5203","-","-","-","-","-","-","320","320352","370126000543"
"Middle College HS @ DTCC","Middle College HS @ DTCC","1637 Lawson Street","-","Durham","NC","27703","-","1616 Cooper Street","Newton Building","Durham","NC","27703","-","320","320353","370126002761"
"Morehead Montessori","Morehead Montessori","909 Cobb Street","-","Durham","NC","27707","1315","-","-","-","-","-","-","320","320354","370126000554"
"Neal Middle","Neal Middle","201 Baptist Road","-","Durham","NC","27704","8570","-","-","-","-","-","-","320","320355","370126000544"
"Northern High","Northern High","4622 N Roxboro Street","-","Durham","NC","27704","-","-","-","-","-","-","-","320","320356","370126000545"
"Oak Grove Elementary","Oak Grove Elementary","3810 Wake Forest Road","-","Durham","NC","27703","3606","-","-","-","-","-","-","320","320360","370126000546"
"Parkwood Elementary","Parkwood Elementary","5207 Revere Road","-","Durham","NC","27713","2506","-","-","-","-","-","-","320","320362","370126000547"
"E K Powe Elementary","E K Powe Elementary","913 9th Street","-","Durham","NC","27705","4104","-","-","-","-","-","-","320","320363","370126000568"
"Pearsontown Elementary","Pearsontown Elementary","4915 Barbee Road","-","Durham","NC","27713","1603","-","-","-","-","-","-","320","320364","370126000548"
"Riverside High","Riverside High","3218 Rose of Sharon Road","-","Durham","NC","27712","3130","-","-","-","-","-","-","320","320365","370126002292"
"Sherwood Githens Middle","Sherwood Githens Middle","4800 Chapel Hill Road","-","Durham","NC","27707","5280","-","-","-","-","-","-","320","320366","370126000549"
"R N Harris Elementary","R N Harris Elementary","1520 Cooper Street","-","Durham","NC","27703","5016","-","-","-","-","-","-","320","320367","370126000569"
"Southern School of Energy and Sustainabi","Southern School of Energy and Sustainability","800 Clayton Road","-","Durham","NC","27703","2606","-","-","-","-","-","-","320","320368","370126000550"
"Sandy Ridge Elementary","Sandy Ridge Elementary School","1417 Old Oxford Highway","-","Durham","NC","27704","-","-","-","-","-","-","-","320","320369","370126003185"
"Rogers-Herr Middle","Rogers-Herr Middle","911 Cornwallis Road","-","Durham","NC","27707","2817","-","-","-","-","-","-","320","320370","370126000570"
"Southwest Elementary","Southwest Elementary","2320 Cook Road","-","Durham","NC","27713","2735","-","-","-","-","-","-","320","320372","370126002218"
"C C Spaulding Elementary","C C Spaulding Elementary","1531 S Roxboro Road","-","Durham","NC","27707","2359","-","-","-","-","-","-","320","320374","370126000571"
"Spring Valley Elementary","Spring Valley Elementary School","2051 Northern Durham Prky","-","Durham","NC","27703","-","-","-","-","-","-","-","320","320376","370126003115"
"W G Pearson Elementary","W G Pearson Elementary","3501 Fayettville Street","-","Durham","NC","27707","-","-","-","-","-","-","-","320","320388","370126000572"
"Y E Smith Elementary","Y E Smith Elementary","2410 E Main Street","-","Durham","NC","27703","3600","-","-","-","-","-","-","320","320400","370126000573"
"Ignite Online Academy","Ignite Online Academy","5321 Ephesus Church Rd.","-","Durham","NC","27707","-","-","-","-","-","-","-","320","320401","370126003580"
